title,description,department
A massive fire is posing a heavy threat,A massive fire is posing a heavy threat. in the electrical room.!!!,ADMIN
A massive fire is posing a heavy threat,A massive fire is posing a heavy threat. in the library basement.,LIBRARY
A massive fire is posing a heavy threat,A massive fire is posing a heavy threat. in the library basement.!!!,LIBRARY
A massive fire is posing a heavy threat,A massive fire is posing a heavy threat. in the main auditorium.,ADMIN
a massive fire is posing a heavy threat,a massive fire is posing a heavy threat. near the main gate.,ADMIN
A massive fire is posing a heavy threat,A massive fire is posing a heavy threat. near the main gate.!!!,ADMIN
A massive fire is spreading rapidly,A massive fire is spreading rapidly.,ADMIN
A massive fire is spreading rapidly,A massive fire is spreading rapidly. in the cafeteria kitchen.,ADMIN
A massive fire is spreading rapidly,A massive fire is spreading rapidly. in the cafeteria kitchen.!!!,ADMIN
a massive fire is spreading rapidly,a massive fire is spreading rapidly. in the chemistry lab.,ACADEMIC
A massive fire is spreading rapidly,A massive fire is spreading rapidly. in the library basement.,LIBRARY
A massive fire is spreading rapidly,A massive fire is spreading rapidly. in the main auditorium.,ADMIN
A massive fire is spreading rapidly,A massive fire is spreading rapidly. in the main auditorium.!!!,ADMIN
a massive fire is spreading rapidly,a massive fire is spreading rapidly. near the main gate.,ADMIN
A massive fire just happened right now,A massive fire just happened right now.,ADMIN
A massive fire just happened right now,A massive fire just happened right now. in Hostel B hallway.,HOSTEL
A massive fire just happened right now,A massive fire just happened right now. in Hostel B hallway.!!!,HOSTEL
A massive fire just happened right now,A massive fire just happened right now. in the chemistry lab.,ACADEMIC
A massive fire just happened right now,A massive fire just happened right now. in the chemistry lab.!!!,ACADEMIC
a massive fire just happened right now,a massive fire just happened right now. in the electrical room.,HOSTEL
a massive fire just happened right now,a massive fire just happened right now. in the library basement.,LIBRARY
A massive fire just happened right now,A massive fire just happened right now. in the main auditorium.,ADMIN
A massive fire just happened right now,A massive fire just happened right now. in the main auditorium.!!!,ADMIN
a massive fire just happened right now,a massive fire just happened right now. near the main gate.,ADMIN
A massive fire needs immediate security dispatch,A massive fire needs immediate security dispatch.,ADMIN
a massive fire needs immediate security dispatch,a massive fire needs immediate security dispatch. in the cafeteria kitchen.,ADMIN
A massive fire needs immediate security dispatch,A massive fire needs immediate security dispatch. in the chemistry lab.,ACADEMIC
A massive fire needs immediate security dispatch,A massive fire needs immediate security dispatch. in the chemistry lab.!!!,ACADEMIC
a massive fire needs immediate security dispatch,a massive fire needs immediate security dispatch. in the library basement.,LIBRARY
A massive fire needs immediate security dispatch,A massive fire needs immediate security dispatch. in the main auditorium.,ADMIN
A massive fire needs immediate security dispatch,A massive fire needs immediate security dispatch. in the main auditorium.!!!,ADMIN
a massive fire needs immediate security dispatch,a massive fire needs immediate security dispatch. near the main gate.,ADMIN
A massive fire requires immediate an ambulance,A massive fire requires immediate an ambulance.,MEDICAL
A massive fire requires immediate an ambulance,A massive fire requires immediate an ambulance. in Hostel B hallway.!!!,MEDICAL
A massive fire requires immediate an ambulance,A massive fire requires immediate an ambulance. in the cafeteria kitchen.,MEDICAL
a massive fire requires immediate an ambulance,a massive fire requires immediate an ambulance. in the chemistry lab.,MEDICAL
a massive fire requires immediate an ambulance,a massive fire requires immediate an ambulance. in the electrical room.,MEDICAL
A massive fire requires immediate an ambulance,A massive fire requires immediate an ambulance. in the electrical room.!!!,MEDICAL
A massive fire requires immediate an ambulance,A massive fire requires immediate an ambulance. in the library basement.,MEDICAL
A massive fire requires immediate an ambulance,A massive fire requires immediate an ambulance. in the main auditorium.,MEDICAL
A massive fire requires immediate an ambulance,A massive fire requires immediate an ambulance. near the main gate.,MEDICAL
A roof collapse broke out,A roof collapse broke out.,ADMIN
A roof collapse broke out,A roof collapse broke out. in Hostel B hallway.,ADMIN
A roof collapse broke out,A roof collapse broke out. in the cafeteria kitchen.,ADMIN
A roof collapse broke out,A roof collapse broke out. in the chemistry lab.,ACADEMIC
a roof collapse broke out,a roof collapse broke out. in the electrical room.,ADMIN
A roof collapse broke out,A roof collapse broke out. in the library basement.,LIBRARY
A roof collapse broke out,A roof collapse broke out. in the library basement.!!!,LIBRARY
a roof collapse broke out,a roof collapse broke out. in the main auditorium.,ADMIN
a roof collapse broke out,a roof collapse broke out. near the main gate.,ADMIN
A roof collapse caused serious injuries,A roof collapse caused serious injuries.,MEDICAL
A roof collapse caused serious injuries,A roof collapse caused serious injuries. in Hostel B hallway.,MEDICAL
A roof collapse caused serious injuries,A roof collapse caused serious injuries. in Hostel B hallway.!!!,MEDICAL
a roof collapse caused serious injuries,a roof collapse caused serious injuries. in the chemistry lab.,MEDICAL
a roof collapse caused serious injuries,a roof collapse caused serious injuries. in the electrical room.,MEDICAL
a roof collapse caused serious injuries,a roof collapse caused serious injuries. in the library basement.,MEDICAL
A roof collapse caused serious injuries,A roof collapse caused serious injuries. in the main auditorium.,MEDICAL
A roof collapse caused serious injuries,A roof collapse caused serious injuries. near the main gate.,MEDICAL
A roof collapse caused serious injuries,A roof collapse caused serious injuries. near the main gate.!!!,MEDICAL
A roof collapse is completely out of control,A roof collapse is completely out of control.,ADMIN
A roof collapse is completely out of control,A roof collapse is completely out of control. in Hostel B hallway.,ADMIN
a roof collapse is completely out of control,a roof collapse is completely out of control. in the cafeteria kitchen.,ADMIN
A roof collapse is completely out of control,A roof collapse is completely out of control. in the cafeteria kitchen.!!!,ADMIN
A roof collapse is completely out of control,A roof collapse is completely out of control. in the chemistry lab.,ACADEMIC
A roof collapse is completely out of control,A roof collapse is completely out of control. in the chemistry lab.!!!,ACADEMIC
A roof collapse is completely out of control,A roof collapse is completely out of control. in the electrical room.,ADMIN
A roof collapse is completely out of control,A roof collapse is completely out of control. in the library basement.,LIBRARY
A roof collapse is completely out of control,A roof collapse is completely out of control. in the library basement.!!!,LIBRARY
A roof collapse is completely out of control,A roof collapse is completely out of control. in the main auditorium.,ADMIN
A roof collapse is completely out of control,A roof collapse is completely out of control. near the main gate.,ADMIN
A roof collapse is emitting toxic fumes,A roof collapse is emitting toxic fumes.,MEDICAL
A roof collapse is emitting toxic fumes,A roof collapse is emitting toxic fumes. in Hostel B hallway.,MEDICAL
A roof collapse is emitting toxic fumes,A roof collapse is emitting toxic fumes. in the cafeteria kitchen.,MEDICAL
A roof collapse is emitting toxic fumes,A roof collapse is emitting toxic fumes. in the chemistry lab.,MEDICAL
A roof collapse is emitting toxic fumes,A roof collapse is emitting toxic fumes. in the electrical room.,MEDICAL
A roof collapse is emitting toxic fumes,A roof collapse is emitting toxic fumes. in the library basement.,MEDICAL
A roof collapse is emitting toxic fumes,A roof collapse is emitting toxic fumes. in the library basement.!!!,MEDICAL
a roof collapse is emitting toxic fumes,a roof collapse is emitting toxic fumes. in the main auditorium.,MEDICAL
a roof collapse is emitting toxic fumes,a roof collapse is emitting toxic fumes. near the main gate.,MEDICAL
A roof collapse is posing a heavy threat,A roof collapse is posing a heavy threat.,ADMIN
A roof collapse is posing a heavy threat,A roof collapse is posing a heavy threat. in Hostel B hallway.,ADMIN
A roof collapse is posing a heavy threat,A roof collapse is posing a heavy threat. in the cafeteria kitchen.,ADMIN
A roof collapse is posing a heavy threat,A roof collapse is posing a heavy threat. in the cafeteria kitchen.!!!,ADMIN
A roof collapse is posing a heavy threat,A roof collapse is posing a heavy threat. in the chemistry lab.,ACADEMIC
A roof collapse is posing a heavy threat,A roof collapse is posing a heavy threat. in the electrical room.,ADMIN
A roof collapse is posing a heavy threat,A roof collapse is posing a heavy threat. in the library basement.,LIBRARY
